3.032728272955864668e-04,1.530041545629501343e-02,4.175990521907806396e-01
3.032728272955864668e-04,1.530041545629501343e-02,4.175990521907806396e-01
-6.405544700101017952e-04,1.656614989042282104e-02,4.169766604900360107e-01
-6.405544700101017952e-04,1.656614989042282104e-02,4.169766604900360107e-01
1.721537555567920208e-04,1.810263097286224365e-02,4.162765741348266602e-01
1.721537555567920208e-04,1.810263097286224365e-02,4.162765741348266602e-01
2.691919216886162758e-04,2.003823965787887573e-02,4.156319200992584229e-01
2.691919216886162758e-04,2.003823965787887573e-02,4.156319200992584229e-01
3.156746679451316595e-04,2.184295654296875000e-02,4.151052236557006836e-01
3.156746679451316595e-04,2.184295654296875000e-02,4.151052236557006836e-01
3.444194444455206394e-04,2.354282140731811523e-02,4.146850109100341797e-01
3.444194444455206394e-04,2.354282140731811523e-02,4.146850109100341797e-01
3.644445678219199181e-04,2.513296902179718018e-02,4.143549799919128418e-01
3.644445678219199181e-04,2.513296902179718018e-02,4.143549799919128418e-01
3.756381338462233543e-04,2.659738808870315552e-02,4.141086637973785400e-01
3.756381338462233543e-04,2.659738808870315552e-02,4.141086637973785400e-01
1.433495926903560758e-04,2.767425030469894409e-02,4.139717519283294678e-01
1.433495926903560758e-04,2.767425030469894409e-02,4.139717519283294678e-01
3.142103378195315599e-05,2.884780615568161011e-02,4.138686358928680420e-01
3.142103378195315599e-05,2.884780615568161011e-02,4.138686358928680420e-01
-2.363261592108756304e-05,2.987796068191528320e-02,4.138320982456207275e-01
-2.363261592108756304e-05,2.987796068191528320e-02,4.138320982456207275e-01
-5.677925946656614542e-05,3.076351433992385864e-02,4.138562381267547607e-01
-5.677925946656614542e-05,3.076351433992385864e-02,4.138562381267547607e-01
-8.060680556809529662e-05,3.150168061256408691e-02,4.139349758625030518e-01
-8.060680556809529662e-05,3.150168061256408691e-02,4.139349758625030518e-01
-9.920178854372352362e-05,3.209280222654342651e-02,4.140628874301910400e-01
-9.920178854372352362e-05,3.209280222654342651e-02,4.140628874301910400e-01
-1.140694366768002510e-04,3.253784775733947754e-02,4.142343699932098389e-01
-1.140694366768002510e-04,3.253784775733947754e-02,4.142343699932098389e-01
-1.255520619451999664e-04,3.283978998661041260e-02,4.144437611103057861e-01
