1.593544761847458802e-01,-1.089093389542497847e-01,4.806308479691594471e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.497469879280653515e+01,5.963405702365677463e+00,8.786401575488825277e-02
1.593264875305720474e-01,-1.088928529801216905e-01,4.806380062900985073e-01,-2.798919933786205017e-03,1.615968794794417959e-03,8.052860191783332931e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.497469879280653504e-01,5.963405702365677519e-02,8.786401575488825538e-04,2.497465893465945186e+01,5.963572892485980326e+00,8.782131689072211755e-02
1.592705158521963427e-01,-1.088602109110521632e-01,4.806532088737419661e-01,-5.597385798891786786e-03,3.231691096477357864e-03,1.609538912947611373e-03,9.999991758682288401e-01,1.248734596599595289e-03,2.981702032077443595e-04,4.393199580885563937e-06,4.994935772746598723e-01,1.192697859485165879e-01,1.756853326456103747e-03,-1.548421082798955517e+01,-3.313399386241368205e+00,1.158273973387729736e-02
1.591871308562451681e-01,-1.088133090008440995e-01,4.806769655667346153e-01,-8.337823388369147021e-03,4.576597054324629821e-03,2.407558458746357488e-03,9.999925828222265833e-01,3.746193563250540485e-03,8.945170059189065876e-04,1.317744587198086615e-05,3.446514689947642873e-01,8.613579208610290527e-02,1.872680723794876729e-03,-1.548417413601135095e+01,-3.313576235041372886e+00,1.166842648774807020e-02
1.590774518316402930e-01,-1.087564442142075066e-01,4.807078528286466423e-01,-1.096502752270820183e-02,5.381577271741811580e-03,3.120638283905611491e-03,9.999841642153680654e-01,5.469434010827905861e-03,1.325178765280152172e-03,2.261267803934314659e-05,1.898097276346507878e-01,5.300002973568917336e-02,1.989364988672357500e-03,5.056919570245378637e+00,2.363006293022728244e+00,9.638281550638760561e-03
1.589423800073723747e-01,-1.086941006735501203e-01,4.807459229728050509e-01,-1.350716229098924796e-02,5.812762585858129334e-03,3.755411231043555981e-03,9.999781365589309745e-01,6.418471999982898815e-03,1.590141088235634071e-03,3.275107457104639190e-05,2.403789233371045886e-01,7.663009266591645774e-02,2.085747804178745071e-03,5.056878192403173600e+00,2.363100592900884145e+00,9.614312792064710553e-03
1.587824886759941767e-01,-1.086288805114857259e-01,4.807899473618714170e-01,-1.599650504108260374e-02,6.038331335312628438e-03,4.350815049504869886e-03,9.999690169149976215e-01,7.620338947522026923e-03,1.973254234403911886e-03,4.372761511822139703e-05,2.909477052611363357e-01,1.002610985949252964e-01,2.181890932099392159e-03,-4.865048915455340683e+00,-7.433750183983763860e-01,2.548478304193419874e-03
1.585985111205906739e-01,-1.085632995915141591e-01,4.808399964432265583e-01,-1.840679780856784367e-02,6.003101879462341764e-03,4.866051947223420070e-03,9.999557578305970917e-01,9.075022412430631610e-03,2.474522140056037347e-03,5.558622413957095722e-05,2.422972161065829189e-01,9.282734841094153477e-02,2.207375715141326501e-03,-4.865038376799273756e+00,-7.434511897128616154e-01,2.567626528181404799e-03
1.583913960110852615e-01,-1.085002436082281307e-01,4.808945983421815673e-01,-2.071590687666125322e-02,5.653466605619656207e-03,5.318644224138247001e-03,9.999427728562556572e-01,1.028644842799219562e-02,2.938603316905505011e-03,6.783676640840722975e-05,1.936468323385901746e-01,8.539283651381292251e-02,2.233051980423140463e-03,3.678962758352194995e-01,5.799071815272637265e-01,-1.482181564014735690e-03
1.581621383316912099e-01,-1.084426320672080279e-01,4.809535511206505798e-01,-2.292836757781544291e-02,5.041803567806949979e-03,5.683562234657373036e-03,9.999309978136629029e-01,1.125462508619984661e-02,3.365492171387790121e-03,8.054803592231745009e-05,1.973257950969423691e-01,9.119190832908555255e-02,2.218230164782993095e-03,3.678874532721184698e-01,5.799112124389914635e-01,-1.486362921301028926e-03
