0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.375584055267280942e-17,-2.756373558169991633e-01,-9.612616959383188942e-01,2.387089523694916893e-01,1.378186779084996649e-01,-9.612616959383188942e-01,-2.387089523694917448e-01,1.378186779084995539e-01,-9.612616959383188942e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.926614126449020417e-19,-3.266590186691693506e-05,8.967345823048589778e-05,9.999999996369505206e-01,2.694622276652869618e-05,-3.305521192176934453e-19,-4.934180142863403119e-19,5.389244553957926905e-03,-6.611042385153913224e-17,-9.868360286921040960e-17,-3.377818212683938630e-17,-2.755085637734012161e-01,-9.612986264625430488e-01,2.386529750611440515e-01,1.377857060764193231e-01,-9.612803239758380691e-01,-2.386529750611441070e-01,1.377857060764192121e-01,-9.612803239758380691e-01,1.339822902983813999e-02,2.532940406018202954e-18,7.279897644768233628e-19,-3.426185072667244612e-03,5.825552167720029172e-03,-1.559528642570921623e-05,-3.426185072667267163e-03,-5.825552167720004886e-03,1.559528642571643973e-05
-2.926614126449020597e-21,-3.266590186691693421e-07,8.967345823048590244e-07,-8.512933177826098813e-19,-6.533083149577381806e-05,1.798319394522529492e-04,9.999999967283782487e-01,8.089031711599597172e-05,-9.229459009703680222e-19,1.589264281117650141e-18,1.078881888688410298e-02,-1.184622090754616283e-16,4.165360851325843699e-16,-3.421784603067606320e-17,-2.752510354456679242e-01,-9.613724341823832731e-01,2.385410317043926420e-01,1.377197695509860542e-01,-9.613175667290154713e-01,-2.385410317043926975e-01,1.377197695509859432e-01,-9.613175667290154713e-01,2.678962818047193883e-02,4.276505408762707449e-17,-1.036774534161010471e-17,-6.851500326016661535e-03,1.164970395580677137e-02,-3.117535078658325133e-05,-6.851500326016611228e-03,-1.164970395580682341e-02,3.117535078655767772e-05
-1.143954730427511929e-20,-9.799673336269076329e-07,2.695053976827388724e-06,1.151864097171958307e-06,-1.792379131824976693e-04,2.136381301117218422e-04,9.999999887087035466e-01,1.502750420954686653e-04,-6.685381010341256834e-08,3.572961121948376846e-09,1.387694509137173127e-02,-1.337070418389056470e-05,7.156737874880930760e-07,-6.301496987029149807e-08,-2.748705146293304313e-01,-9.614813812927657244e-01,2.383743087103266656e-01,1.376246612394987634e-01,-9.613725626758112819e-01,-2.383742611392098421e-01,1.376246622503014272e-01,-9.613725743352838915e-01,3.958099928891140040e-02,6.058084950594480231e-06,-1.734493413976367475e-06,-9.900331743302369369e-03,1.733925289023555139e-02,2.738175695256594999e-05,-9.900395147042453936e-03,-1.734410411141744379e-02,-2.806101705583509832e-05
1.151864097170814350e-08,-2.772346465451884462e-06,4.831435277944606891e-06,4.824806521234153995e-06,-4.846586438593747316e-04,2.487687504829239212e-04,9.999999721793798590e-01,2.358839181267264923e-04,-1.284784117854644014e-07,5.894586318788791850e-09,1.712177553061440885e-02,-1.232491183228264566e-05,4.650325185191110811e-07,-3.087865552010667202e-07,-2.743787495881608307e-01,-9.616219682168160032e-01,2.381551212542690477e-01,1.375073516988411515e-01,-9.614437040280446878e-01,-2.381548796780185717e-01,1.375073535763645938e-01,-9.614437636558197386e-01,5.114660052013964009e-02,2.362958860457495882e-05,-6.758633404809568274e-06,-1.225689705444597474e-02,2.276790627203291451e-02,2.202018590428225005e-04,-1.225747403615325831e-02,-2.278770074988012082e-02,-2.228930885721183849e-04
5.976670618404968544e-08,-7.618932904045632151e-06,7.319122782773845697e-06,6.017700381534359634e-06,-9.069979275797788185e-04,2.019010723549641327e-04,9.999999455673949100e-01,3.299469248833722152e-04,-4.829893308117094670e-07,1.908323929542415404e-08,1.881260211108195385e-02,-7.090167131535019668e-05,2.652038229004513684e-06,-6.412259464386698831e-07,-2.737841270374478664e-01,-9.617916313456039701e-01,2.378851297219671812e-01,1.373729863119763916e-01,-9.615297996509853951e-01,-2.378846374025539445e-01,1.373729839275083242e-01,-9.615299219258546248e-01,6.183537505776860732e-02,3.196284696558487540e-05,-9.139786950213268099e-06,-1.410235180720019639e-02,2.800857361038226398e-02,5.126014922629371258e-04,-1.410362383298639777e-02,-2.803417265018122786e-02,-5.159511898794742930e-04
1.199437099993932717e-07,-1.668891217984341932e-05,9.338133506323486753e-06,2.447249737891071407e-07,-1.391690863151939144e-03,1.567427514777541809e-04,9.999999062403174266e-01,4.330330443681673831e-04,-1.317733863415689484e-06,4.805082679099671043e-08,2.061722540600985018e-02,-1.669473834180821409e-04,5.838643723343505518e-06,-7.352623670985232106e-07,-2.730918163089935957e-01,-9.619887048927121542e-01,2.375652618955417794e-01,1.372244492036548136e-01,-9.616301572119954066e-01,-2.375647296854154211e-01,1.372244207982629416e-01,-9.616302928965951846e-01,7.198136330931538540e-02,9.031699334735007528e-06,-2.618958362438100033e-06,-1.566092381644764928e-02,3.314359429335193147e-02,8.606427297928897525e-04,-1.566361180728468097e-02,-3.314774786261879408e-02,-8.605789589127027951e-04
1.223909597372843548e-07,-3.060582081136280994e-05,1.090556102110102836e-05,-6.737107492908485944e-06,-1.947959643323552391e-03,2.623220238808342676e-05,9.999998549749614662e-01,5.385549978955883263e-04,-2.925515639473441724e-06,1.072135211806149191e-07,2.110439320597790047e-02,-3.215522293733170120e-04,1.194397284048186864e-05,-5.592360089870393887e-07,-2.723082462388284886e-01,-9.622111467703640120e-01,2.371970841892034054e-01,1.370655800516711320e-01,-9.617437840198562737e-01,-2.371967600543840038e-01,1.370654508501178703e-01,-9.617438824598544267e-01,8.145314661333935558e-02,-1.694986826732060398e-05,4.749516137455359405e-06,-1.683656827096243619e-02,3.810444299137293739e-02,1.278118663159700076e-03,-1.684575187289349268e-02,-3.808354798388385171e-02,-1.272876211410519992e-03
5.501988480819949268e-08,-5.008541724459833412e-05,1.116788304498186296e-05,-8.590815649180909608e-06,-2.601653379773336255e-03,-1.049983585218150733e-04,9.999997907861423174e-01,6.468395506673513089e-04,-5.121624928651582657e-06,1.903312875237462737e-07,2.165691437128275040e-02,-4.392152017691764148e-04,1.679673976320829808e-05,-3.568430001945195690e-07,-2.714412131295275143e-01,-9.624565193856474687e-01,2.367827234503443734e-01,1.369008178687878274e-01,-9.618694603020799816e-01,-2.367826510035449250e-01,1.369004132491380421e-01,-9.618695357450561811e-01,9.010840419399350487e-02,-1.948816265077684003e-05,5.462829595310668307e-06,-1.756848035695564303e-02,4.283186830201344414e-02,1.771347616187869331e-03,-1.759465329545568946e-02,-4.280711689043165818e-02,-1.761365006955640470e-03
-3.088827168360960869e-08,-7.610195104233170155e-05,1.011789945976371284e-05,-8.153100229538977871e-06,-3.322849618944687285e-03,-3.043674697547516395e-04,9.999997163149915158e-01,7.532016481829845005e-04,-7.558627912879046098e-06,2.840949931563189295e-07,2.127242473022566971e-02,-4.873924908689963409e-04,1.895906070282360597e-05,-2.521734341601401320e-07,-2.704976286078814018e-01,-9.627226381371175590e-01,2.363241920848112021e-01,1.367341442089826109e-01,-9.620060589480351476e-01,-2.363242920829865812e-01,1.367331955466586091e-01,-9.620061692571999501e-01,9.803918438397740687e-02,-1.008345780285697047e-05,2.807484148564172967e-06,-1.790186351616685628e-02,4.733911611218781512e-02,2.330785836620266269e-03,-1.795466633322261724e-02,-4.732335720592741740e-02,-2.315525736905999898e-03
