0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.126576849575771607e-17,-1.736481776669303312e-01,-9.848077530122080203e-01,0.000000000000000000e+00,1.736481776669303312e-01,-9.848077530122080203e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.683726247753835059e-53,-2.712739671962688611e-38,2.184742761263685107e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.239202907937225948e-35,0.000000000000000000e+00,-1.204622217784422517e-18,-2.126497787783303786e-17,-1.736476236737785617e-01,-9.848078506961478462e-01,-7.227733306706534873e-22,1.736476236737785617e-01,-9.848078506961478462e-01,5.625393891161190214e-04,-7.806839859424520860e-19,1.255082717372167213e-19,-5.625393891161185878e-04,7.117927797149159178e-19,1.255082717372167213e-19
-3.683726247753835255e-56,-2.712739671962688900e-41,2.184742761263685245e-07,1.448438511387708875e-27,6.967840580245793029e-28,4.369486864061933231e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.805179013316606539e-25,1.413700931889401690e-56,-2.409158847096489583e-18,-2.126339669584835205e-17,-1.736465156891784101e-01,-9.848080460630843636e-01,-2.168266330154075141e-21,1.736465156891784101e-01,-9.848080460630843636e-01,1.125076936961049139e-03,-1.561314905481254872e-18,2.510072262250903645e-19,-1.125076936961048706e-03,1.423532712811134377e-18,2.510072252190189394e-19
1.448438511387708918e-30,6.967840579974519302e-31,6.554229625325618804e-07,-3.601955218494250436e-23,7.218665081261111374e-27,6.547027482661942933e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.138678059575511701e-24,-8.681700115116041521e-46,-3.613347376074485992e-18,-2.126102507832035677e-17,-1.736448524190158660e-01,-9.848083393395959950e-01,-4.336337572580177119e-21,1.736448524190158660e-01,-9.848083393395959950e-01,1.688928283225131846e-03,-2.341824078557621595e-18,3.764563470044484203e-19,-1.688928283225131412e-03,2.135133368074249210e-18,3.764816234252965022e-19
-3.601810374643111783e-26,7.915449139258562884e-30,1.310125710798756141e-06,-1.440871596760867020e-22,-2.492375862684703443e-28,8.724573422264293634e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.666498024365349516e-24,-4.764672154001087453e-45,-4.817098487196226222e-18,-2.125786311474755889e-17,-1.736426311937376843e-01,-9.848087309938095002e-01,-7.226861786700835677e-21,1.736426311937376843e-01,-9.848087309938095002e-01,2.255489915589267008e-03,-3.122255065221628691e-18,5.018331716068779623e-19,-2.255489915589266141e-03,2.846610652771550755e-18,5.019342825549787119e-19
-1.801052634225178152e-25,7.666211552990093190e-30,2.182583053025185582e-06,-3.545255692485464116e-22,-2.016121148882215764e-26,1.089380716024837981e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.740680003204263941e-24,-1.692908198168867075e-44,-6.020150917956913349e-18,-2.125391098228223013e-17,-1.736398482667930732e-01,-9.848092216827543099e-01,-1.083961655982393668e-20,1.736398482667930732e-01,-9.848092216827543099e-01,2.825855272233957979e-03,-3.902525556284089008e-18,6.270996000528133340e-19,-2.825855272233957112e-03,3.557868897336125579e-18,6.273483564852477405e-19
-5.346308326710642418e-25,-1.249499993583206532e-29,3.271963769050023587e-06,-6.976836050075873659e-22,5.931710519672609244e-27,1.306304324359738173e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.773311246961162711e-24,-5.535952055248612094e-44,-7.222443172715420626e-18,-2.124916881455492109e-17,-1.736364987218762257e-01,-9.848098122686853584e-01,-1.517440224826588520e-20,1.736364987218762257e-01,-9.848098122686853584e-01,3.401211973947332844e-03,-4.682682769344038896e-18,7.522383551186123543e-19,-3.401211973947331976e-03,4.268930518196280297e-18,7.527278369794960125e-19
-1.232314437678651589e-24,-6.563289416159455933e-30,4.578268093409761556e-06,-1.198948690132084633e-21,-2.392617378122662511e-26,1.522614301561326083e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.588456519100663870e-23,-1.222077816684557211e-43,-8.423752959209510625e-18,-2.124363681929497185e-17,-1.736325767377215890e-01,-9.848105037723525745e-01,-2.023093663455616635e-20,1.736325767377215890e-01,-9.848105037723525745e-01,3.982478754564094600e-03,-5.462657091422126093e-18,8.772173844678951341e-19,-3.982478754564093733e-03,4.979714186393095337e-18,8.780584402418595471e-19
-2.431263127810736366e-24,-3.048946319738607935e-29,6.100882394971087470e-06,-1.883759331197604968e-21,-5.377761372070203847e-26,1.738923154574756281e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.199580696871147395e-23,-2.489277934926679838e-43,-9.624005191332711764e-18,-2.123731518158019483e-17,-1.736280755185125035e-01,-9.848112973852219953e-01,-2.600894335440376842e-20,1.736280755185125035e-01,-9.848112973852219953e-01,4.570645004137985010e-03,-6.242474445848168452e-18,1.002019979452080286e-18,-4.570645004137984142e-03,5.690225652785788025e-18,1.003341259010521192e-18
-4.315022459008341169e-24,-8.426707691808811585e-29,7.839805549545844550e-06,-2.773283296809852339e-21,-7.367364295323749424e-26,1.954785091010048572e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.606995884536793528e-23,-4.494026908523187452e-43,-1.082300882865508994e-17,-2.123020415038743000e-17,-1.736229875114001786e-01,-9.848121944310677112e-01,-3.250807465752555129e-20,1.736229875114001786e-01,-9.848121944310677112e-01,5.166479228895684388e-03,-7.022074699588238458e-18,1.126619050187031507e-18,-5.166479228895684388e-03,6.400394598868369274e-18,1.128563994317639185e-18
-7.088305755818193320e-24,-1.579407198713256200e-28,9.794590640555893461e-06,-3.888758329970283135e-21,-7.367364295326618135e-26,2.170643365104277418e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.606995884535565431e-23,-7.166126310007888825e-43,-1.202067945676040707e-17,-2.122230396842412539e-17,-1.736173043548562833e-01,-9.848131963750151874e-01,-3.972797552507777976e-20,1.736173043548562833e-01,-9.848131963750151874e-01,5.770802368231670205e-03,-7.801467009517514744e-18,1.250998620591508055e-18,-5.770802368231671073e-03,7.110213845022400526e-18,1.253725506521792934e-18
-1.097706408578847564e-23,-2.316143628245917892e-28,1.196523400566017051e-05,-5.247746816565348691e-21,-2.178867964717929828e-25,2.386178457291553232e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.208782004911941556e-23,-1.013391936001364622e-42,-1.321685076780733615e-17,-2.121361493490987233e-17,-1.736110170575619893e-01,-9.848143047919332149e-01,-4.766822790016177119e-20,1.736110170575619893e-01,-9.848143047919332149e-01,6.384253701549973820e-03,-8.580598028258871000e-18,1.375135641701304372e-18,-6.384253701549975554e-03,7.819621285386709007e-18,1.378814994678869851e-18
