1.112088052129495824e-01,1.112088052129495824e-01,9.612990044596307626e-02,9.612990044596307626e-02
1.112088052129495824e-01,1.112088052129495824e-01,9.612990044596307626e-02,9.612990044596307626e-02
1.100060484803052352e-01,1.100060484803052352e-01,9.731775601741357584e-02,9.731775601741357584e-02
1.100060484803052352e-01,1.100060484803052352e-01,9.731775601741357584e-02,9.731775601741357584e-02
1.089629862488929180e-01,1.089629862488929180e-01,9.834362230880819289e-02,9.834362230880819289e-02
1.089629862488929180e-01,1.089629862488929180e-01,9.834362230880819289e-02,9.834362230880819289e-02
1.080725104330962499e-01,1.080725104330962499e-01,9.922141723642889655e-02,9.922141723642889655e-02
1.080725104330962499e-01,1.080725104330962499e-01,9.922141723642889655e-02,9.922141723642889655e-02
1.073122488127049301e-01,1.073122488127049301e-01,9.997248484036361238e-02,9.997248484036361238e-02
1.073122488127049301e-01,1.073122488127049301e-01,9.997248484036361238e-02,9.997248484036361238e-02
1.066630866326716554e-01,1.066630866326716554e-01,1.006150756083104003e-01,1.006150756083104003e-01
1.066630866326716554e-01,1.066630866326716554e-01,1.006150756083104003e-01,1.006150756083104003e-01
1.061086524595948044e-01,1.061086524595948044e-01,1.011647414098052200e-01,1.011647414098052200e-01
1.061086524595948044e-01,1.061086524595948044e-01,1.011647414098052200e-01,1.011647414098052200e-01
1.056350401168754671e-01,1.056350401168754671e-01,1.016348519796440031e-01,1.016348519796440031e-01
1.056350401168754671e-01,1.056350401168754671e-01,1.016348519796440031e-01,1.016348519796440031e-01
1.052302508189641161e-01,1.052302508189641161e-01,1.020367206499613599e-01,1.020367206499613599e-01
1.052302508189641161e-01,1.052302508189641161e-01,1.020367206499613599e-01,1.020367206499613599e-01
1.048841777528476404e-01,1.048841777528476404e-01,1.023801562105465246e-01,1.023801562105465246e-01
1.048841777528476404e-01,1.048841777528476404e-01,1.023801562105465246e-01,1.023801562105465246e-01
1.045879927032671436e-01,1.045879927032671436e-01,1.026733461267270581e-01,1.026733461267270581e-01
1.045879927032671436e-01,1.045879927032671436e-01,1.026733461267270581e-01,1.026733461267270581e-01
